"County
Name ","District
Name",Co/Dist Code,Site Code,School Site,Total Enrollment,Telephone,Principal,Principal's Email,Mailing Address,Mailing City,Mailing State,Mailing Zip,Physical Address,Physical City,Physical State,Physical Zip,Grades  (Low-High),Certified Staff
CLEVELAND   ,LITTLE AXE                    ,14-I070,715,LITTLE AXE HS                 ,387,(405) 329-1612,Barry Thomas,barry.thomas@littleaxeps.org,2000 168th Avenue Northeast,Norman,OK,73026,2000 168th Avenue Northeast,Norman,OK,73026,12-Sep,29
COAL        ,COTTONWOOD                    ,15-C004,105,COTTONWOOD PUBLIC SCHOOL      ,180,(580) 927-3907,John Daniel,jdaniel@cottonwoodps.org,Post Office Box 347,Coalgate,OK,74538,1 Lubbis St.,Coalgate,OK,74538,PK-08,22
COAL        ,COALGATE                      ,15-I001,105,EMERSON ES                    ,343,(580) 927-2350,Charles Canida,ctcanida@coalgateschools.org,2 West Cedar,Coalgate,OK,74538,111 Fox Ave,Coalgate,OK,74538,PK-06,34
COAL        ,COALGATE                      ,15-I001,505,WALLACE BYRD MS               ,90,(580) 927-3560,Phil Wilkenson,pwilkenson@coalgateschools.org,2 West Cedar,Coalgate,OK,74538,108 West Cedar,Coalgate,OK,74538,8-Jul,27
COAL        ,COALGATE                      ,15-I001,705,COALGATE HS                   ,221,(580) 927-2592,Kris Hall,khall@coalgateschools.org,2 West Cedar,Coalgate,OK,74538,111 West Cedar,Coalgate,OK,74538,12-Sep,31
COAL        ,TUPELO                        ,15-I002,105,TUPELO ES                     ,182,(580) 845-2802,Lance Britt,lbritt@tupelo.k12.ok.us,200 South 7th,Tupelo,OK,74572,200 South 7th,Tupelo,OK,74572,PK-08,21
COAL        ,TUPELO                        ,15-I002,705,TUPELO HS                     ,70,(580) 845-2381,Jeff Hiatt,jhiatt@tupelo.k12.ok.us,200 South 7th,Tupelo,OK,74572,200 South 7th,Tupelo,OK,74572,12-Sep,16
COMANCHE    ,FLOWER MOUND                  ,16-C048,105,FLOWER MOUND PUBLIC SCHOOL    ,345,(580) 353-4088,Dax Trent,dtrent@flowermound.k12.ok.us,2805 Southeast Flower Mound Road,Lawton,OK,73501,2805 Southeast Flower Mound Road,Lawton,OK,73501,PK-05,20
COMANCHE    ,BISHOP                        ,16-C049,105,BISHOP PUBLIC SCHOOL          ,569,(580) 353-4870,Howard Hampton,hamptonh@bishop.k12.ok.us,2204 Southwest Bishop Road,Lawton,OK,73505,2204 Southwest Bishop Road,Lawton,OK,73505,PK-06,33
COMANCHE    ,CACHE                         ,16-I001,105,CACHE PRIMARY ES              ,371,(580) 429-3542,Jacqueline Green,jackie.green@cacheps.org,102 East H Ave,Cache,OK,73527,310 SW H Ave,Cache,OK,73527,PK-01,26
COMANCHE    ,CACHE                         ,16-I001,110,CACHE INTERMEDIATE ES         ,412,(580) 429-8536,Rellon Sampler,skeeter.sampler@cacheps.org,102 East H Ave,Cache,OK,73527,304 SW H Ave,Cache,OK,73527,4-Feb,34
COMANCHE    ,CACHE                         ,16-I001,505,CACHE MS                      ,321,(580) 429-8489,Mitch Ange,mitch.ange@cacheps.org,102 East H Ave,Cache ,OK,73527,302 SW H Ave,Cache,OK,73527,8-Jul,30
COMANCHE    ,CACHE                         ,16-I001,530,CACHE 5TH AND 6TH GRADE MS    ,306,(580) 429-0222,Christy Taylor,christy.taylor@cacheps.org,102 East H Ave,Cache,OK,73527,420 SW H Ave,Cache,OK,73527,6-May,23
COMANCHE    ,CACHE                         ,16-I001,705,CACHE HS                      ,583,(580) 429-3214,Cindy White,cindy.white@cacheps.org,102 East H Ave,Cache,OK,73527,102 SW H Ave,Cache,OK,73527,12-Sep,53
COMANCHE    ,INDIAHOMA                     ,16-I002,105,INDIAHOMA ES                  ,136,(580) 246-3333,Deanna Voegeli,deanna.voegeli@indiahomaps.org,307 Chebahtah,Indiahoma,OK,73552,307 Chebahtah,Indiahoma,OK,73552,PK-08,19
COMANCHE    ,INDIAHOMA                     ,16-I002,705,INDIAHOMA HS                  ,60,(580) 246-3333,Deanna Voegeli,deanna.voegeli@indiahomaps.org,307 Chebahtah,Indiahoma,OK,73552,307 Chebahtah,Indiahoma,OK,73552,12-Sep,12
COMANCHE    ,STERLING                      ,16-I003,105,STERLING ES                   ,301,(580) 365-4166,Sandra Fehring,sfehring@sterling.k12.ok.us,Post Office Box 158,Sterling,OK,73567,400 S Tiger Blvd,Sterling,OK,73567,PK-08,27
COMANCHE    ,STERLING                      ,16-I003,705,STERLING HS                   ,92,(580) 365-4303,Marty Curry,currym@sterling.k12.ok.us,Post Office Box 158,Sterling,OK,73567,400 S Tiger Blvd,Sterling,OK,73567,12-Sep,16
COMANCHE    ,GERONIMO                      ,16-I004,105,GERONIMO ES                   ,198,(580) 353-0882,Amy Latimer,ALATIMER@GERONIMO.K12.OK.US,800 West Main Street,Geronimo,OK,73543,225 Iowa St.,Geronimo,OK,73543,PK-06,13
COMANCHE    ,GERONIMO                      ,16-I004,505,GERONIMO MS                   ,50,(580) 355-3160,Heath Selcer,HSELCER@GERONIMO.K12.OK.US,800 West Main Street,Geronimo,OK,73543,800 West Main Street,Geronimo,OK,73543,8-Jul,11
COMANCHE    ,GERONIMO                      ,16-I004,705,GERONIMO HS                   ,86,(580) 355-3160,Heath Selcer,HSELCER@GERONIMO.K12.OK.US,800 West Main Street,Geronimo,OK,73543,800 West Main Street,Geronimo,OK,73543,12-Sep,13
COMANCHE    ,LAWTON                        ,16-I008,105,ADAMS ES                      ,231,(580) 353-7983,Lisa Bell,labell@lawtonps.org,3501 Northwest Ferris Avenue,Lawton,OK,73505,3501 Northwest Ferris Avenue,Lawton,OK,73505,PK-05,20
COMANCHE    ,LAWTON                        ,16-I008,106,ALMOR WEST ES                 ,318,(580) 536-6006,Stan Melby,smelby@lawtonps.org,6902 Southwest Delta Avenue,Lawton,OK,73505,6902 Southwest Delta Avenue,Lawton,OK,73505,PK-05,20
COMANCHE    ,LAWTON                        ,16-I008,106,ALMOR WEST ES                 ,318,(580) 536-6006,Stephanie Bowman,sbowman@lawtonps.org,6902 Southwest Delta Avenue,Lawton,OK,73505,6902 Southwest Delta Avenue,Lawton,OK,73505,PK-05,20
COMANCHE    ,LAWTON                        ,16-I008,108,CARRIAGE HILLS ES             ,346,(580) 248-6161,Cheryl Scammahorn,cadams@lawtonps.org,215 Southeast Warwick Way,Lawton,OK,73501,215 Southeast Warwick Way,Lawton,OK,73501,PK-05,25
COMANCHE    ,LAWTON                        ,16-I008,110,CLEVELAND ES                  ,320,(580) 353-8861,Calvin Prince,cprince@lawtonps.org,1202 Southwest 27th Street,Lawton,OK,73505,1202 Southwest 27th Street,Lawton,OK,73505,PK-05,22
COMANCHE    ,LAWTON                        ,16-I008,114,CROSBY PARK ES                ,312,(580) 353-7107,Dana Moore,dmoore@lawtonps.org,1602 Northwest Horton Boulevard,Lawton,OK,73505,1602 Northwest Horton Boulevard,Lawton,OK,73505,PK-05,24
COMANCHE    ,LAWTON                        ,16-I008,122,EDISON ES                     ,454,(580) 536-4223,Donna Catlin,dcatlin@lawtonps.org,5801 Northwest Columbia Avenue,Lawton,OK,73505,5801 Northwest Columbia Avenue,Lawton,OK,73505,PK-05,26
COMANCHE    ,LAWTON                        ,16-I008,125,EISENHOWER ES                 ,295,(580) 355-4599,Lupe Ostruske,lostruske@lawtonps.org,315 Southwest 52nd Street,Lawton,OK,73505,315 Southwest 52nd Street,Lawton,OK,73505,KG-05,20
COMANCHE    ,LAWTON                        ,16-I008,127,FREEDOM ES                    ,1163,(580) 713-0060,,,5720 Geronimo Road,Lawton,OK,73503,5720 Geronimo Road,Lawton,OK,73503,PK-05,74
COMANCHE    ,LAWTON                        ,16-I008,140,RIDGECREST ES                 ,488,(580) 355-6033,Ora Fitzgerald,ofitzgerald@lawtonps.org,1614 Northwest 47th Street,Lawton,OK,73505,1614 Northwest 47th Street,Lawton,OK,73505,PK-05,39
COMANCHE    ,LAWTON                        ,16-I008,148,HUGH BISH ES                  ,302,(580) 248-2244,Sherry Havron,shavron@lawtonps.org,5611 Northwest Alan A Dale Lane,Lawton,OK,73505,5611 Northwest Alan A Dale Lane,Lawton,OK,73505,PK-05,22
COMANCHE    ,LAWTON                        ,16-I008,165,LINCOLN ES                    ,353,(580) 355-4799,Oscar Castro,ocastro@lawtonps.org,601 Southwest Park Avenue,Lawton,OK,73501,601 Southwest Park Avenue,Lawton,OK,73501,PK-05,24
COMANCHE    ,LAWTON                        ,16-I008,168,PAT HENRY ES                  ,535,(580) 355-2617,Karen Cooksey,kcooksey@lawtonps.org,1401 Northwest Bessie Avenue,Lawton,OK,73507,1401 Northwest Bessie Avenue,Lawton,OK,73507,PK-05,41
COMANCHE    ,LAWTON                        ,16-I008,173,PIONEER PARK ES               ,390,(580) 355-5844,Gabe Winn,gabe.winn@lawtonps.org,3005 Northeast Angus Place,Lawton,OK,73507,3005 Northeast Angus Place,Lawton,OK,73507,PK-05,26
COMANCHE    ,LAWTON                        ,16-I008,183,SULLIVAN VILLAGE ES           ,459,(580) 355-0800,Brenda Breeze,bbreeze@lawtonps.org,3802 Southeast Elmhurst Lane,Lawton,OK,73501,3802 Southeast Elmhurst Lane,Lawton,OK,73501,PK-05,31
COMANCHE    ,LAWTON                        ,16-I008,195,WASHINGTON ES                 ,211,(580) 353-6299,Phil Smith,psmith@lawtonps.org,805 Northwest Columbia Avenue,Lawton,OK,73507,805 Northwest Columbia Avenue,Lawton,OK,73507,PK-05,13
COMANCHE    ,LAWTON                        ,16-I008,200,LEARNING TREE ACADEMY         ,236,(580) 355-6197,Larry Stormer,lstormer@lawtonps.org,1908 Northwest 38th Street,Lawton,OK,73505,1908 Northwest 38th Street,Lawton,OK,73505,PK-PK,19
COMANCHE    ,LAWTON                        ,16-I008,205,WHITTIER ES                   ,312,(580) 355-5238,Melanie Nungesser,mnungesser@lawtonps.org,1115 Northwest Laird Avenue,Lawton,OK,73507,1115 Northwest Laird Avenue,Lawton,OK,73507,PK-05,20
COMANCHE    ,LAWTON                        ,16-I008,220,WOODLAND HILLS ES             ,495,(580) 536-7991,Traci Newell,tnewell@lawtonps.org,405 Northwest Woodland Drive,Lawton,OK,73505,405 Northwest Woodland Drive,Lawton,OK,73505,PK-05,32
COMANCHE    ,LAWTON                        ,16-I008,530,MACARTHUR MS                  ,729,(580) 353-5111,Regina Lambert,rlambert@lawtonps.org,510 Northeast 45th Street,Lawton,OK,73507,510 Northeast 45th Street,Lawton,OK,73507,8-Jun,65
COMANCHE    ,LAWTON                        ,16-I008,535,CENTRAL MS                    ,757,(580) 355-8544,Blake Thomas,bthomas@lawtonps.org,1201 Northwest Fort Sill Boulevard,Lawton,OK,73507,1201 Northwest Fort Sill Boulevard,Lawton,OK,73507,8-Jun,76
COMANCHE    ,LAWTON                        ,16-I008,540,TOMLINSON MS                  ,649,(580) 585-6416,Eddie Williams,ewilliams@lawtonps.org,702 Northwest Homestead Drive,Lawton,OK,73505,702 Northwest Homestead Drive,Lawton,OK,73505,8-Jun,75
COMANCHE    ,LAWTON                        ,16-I008,545,EISENHOWER MS                 ,871,(580) 353-1040,Beverly Mattingly,bmattingly@lawtonps.org,5702 West Gore Boulevard,Lawton,OK,73505,5702 West Gore Boulevard,Lawton,OK,73505,8-Jun,74
COMANCHE    ,LAWTON                        ,16-I008,705,EISENHOWER HS                 ,1164,(580) 355-9144,Charlotte Oates,coates@lawtonps.org,5202 West Gore Boulevard,Lawton,OK,73505,5202 West Gore Boulevard,Lawton,OK,73505,12-Sep,96
COMANCHE    ,LAWTON                        ,16-I008,710,LAWTON HS                     ,1614,(580) 355-5170,Regina Deloach,rdeloach@lawtonps.org,601 Northwest Fort Sill Boulevard,Lawton,OK,73507,601 Northwest Fort Sill Boulevard,Lawton,OK,73507,12-Sep,124
COMANCHE    ,LAWTON                        ,16-I008,715,MACARTHUR HS                  ,1064,(580) 355-5230,Rod Elam,relam@lawtonps.org,4402 East Gore Boulevard,Lawton,OK,73501,4402 East Gore Boulevard,Lawton,OK,73501,12-Sep,74
COMANCHE    ,FLETCHER                      ,16-I009,105,FLETCHER ES                   ,267,(580) 549-6020,Sandra Butler,sbuter@fletcherschools.org,Post Office Box 489,Fletcher,OK,73541,202 W. Cole,Fletcher,OK,73541,PK-06,21
COMANCHE    ,FLETCHER                      ,16-I009,615,FLETCHER JHS                  ,68,(580) 549-3031,Amanda Grimes,agrimes@fletcherschools.org,Post Office Box 489,Fletcher,OK,73541,101 W. Hornaday,Fletcher,OK,73541,8-Jul,17
COMANCHE    ,FLETCHER                      ,16-I009,715,FLETCHER HS                   ,116,(580) 549-6015,Amanda Grimes,agrimes@fletcherschools.org,Post Office Box 489,Fletcher,OK,73541,101 W. Hornaday,Fletcher,OK,73541,12-Sep,18
COMANCHE    ,ELGIN                         ,16-I016,105,ELGIN ES                      ,953,(580) 492-3680,Robert Hughes,rhughes@elginps.net,Post Office Box 369,Elgin,OK,73538,610 J St.,Elgin,OK,73538,PK-04,52
COMANCHE    ,ELGIN                         ,16-I016,105,ELGIN ES                      ,953,(580) 492-3680,Todd Osborn,tosborn@elginps.net,Post Office Box 369,Elgin,OK,73538,610 J St.,Elgin,OK,73538,PK-04,52
COMANCHE    ,ELGIN                         ,16-I016,505,ELGIN MS                      ,716,(580) 492-3655,Melissa Hitt,mhitt@elginps.net,Post Office Box 369,Elgin,OK,73538,712 J St.,Elgin,OK,73538,8-May,41
COMANCHE    ,ELGIN                         ,16-I016,705,ELGIN HS                      ,682,(580) 492-3670,Curtis Lorah,clorah@elginps.net,Post Office Box 369,Elgin,OK,73538,520 K Street,Elgin,OK,73538,12-Sep,52
COMANCHE    ,CHATTANOOGA                   ,16-I132,105,CHATTANOOGA ES                ,157,(580) 597-6638,Shelli Mahoney,smahoney@chatty.k12.ok.us,PO Box 129,Chattanooga,OK,73528,403 3rd Street,Chattanooga,OK,73528,PK-08,23
COMANCHE    ,CHATTANOOGA                   ,16-I132,705,CHATTANOOGA HS                ,72,(580) 597-3347,Jerry Brown,jbrown@chatty.k12.ok.us,PO Box 129,Chattanooga,OK,73528,507 4th Street,Chattanooga,OK,73528,12-Sep,15
COTTON      ,WALTERS                       ,17-I001,105,WALTERS ES                    ,323,(580) 875-3144,Amanda James,afjames@waltersps.org,418 South Broadway Street,Walters,OK,73572,418 South Broadway Street,Walters,OK,73572,PK-05,25
COTTON      ,WALTERS                       ,17-I001,505,WALTERS MS                    ,136,(580) 875-3214,Jimmie Dedmon,jldedmon@waltersps.org,418 South Broadway Street,Walters,OK,73572,418 South Broadway Street,Walters,OK,73572,8-Jun,21
COTTON      ,WALTERS                       ,17-I001,705,WALTERS HS                    ,174,(580) 875-3257,Roland Morales,romorales@waltersps.org,418 South Broadway Street,Walters,OK,73572,418 South Broadway Street,Walters,OK,73572,12-Sep,26
COTTON      ,TEMPLE                        ,17-I101,105,TEMPLE ES                     ,139,(580) 342-6839,Justin Smith,jsmith@temple.k12.ok.us,Post Office Box 400,Temple,OK,73568,400 W. Mississippi,Temple,OK,73568,PK-08,20
COTTON      ,TEMPLE                        ,17-I101,715,TEMPLE HS                     ,50,(580) 342-6221,Justin Smith,jsmith@temple.k12.ok.us,Post Office Box 400,Temple,OK,73568,206 School Rd.,Temple,OK,73568,12-Sep,10
COTTON      ,BIG PASTURE                   ,17-I333,105,BIG PASTURE ES                ,157,(580) 281-3460,Danna Thompson,dthompson@bigpasture.org,Post Office Box 167,Randlett,OK,73562,1502 N. 10th St.,Randlett,OK,73562,PK-08,18
COTTON      ,BIG PASTURE                   ,17-I333,705,BIG PASTURE HS                ,47,(580) 281-3276,Danny Mccuiston,dmccuiston@bigpasture.org,Post Office Box 167,Randlett,OK,73562,1502 N. 10th St.,Randlett,OK,73562,12-Sep,9
CRAIG       ,WHITE OAK                     ,18-C001,105,WHITE OAK PUBLIC SCHOOL       ,44,(918) 256-4484,David Money,dmoney@whiteoakschool.net,27355 South 4340 Road,Vinita,OK,74301,27355 South 4340 Road,Vinita,OK,74301,PK-08,7
CRAIG       ,KETCHUM                       ,18-I006,105,KETCHUM ES                    ,274,(918) 782-9543,Joy Taylor,jtaylor@ketchumwarrior.com,Post Office Box 720,Ketchum,OK,74349,400 North Boston,Ketchum,OK,74349,PK-05,23
CRAIG       ,KETCHUM                       ,18-I006,505,KETCHUM MS                    ,116,(918) 782-3242,Jennifer Turner,jturner@ketchumwarriors.com,Post Office Box 720,Ketchum,OK,74349,343 E. Ealum,Ketchum,OK,74349,8-Jun,21
CRAIG       ,KETCHUM                       ,18-I006,705,KETCHUM HS                    ,197,(918) 782-4481,Joe Gramlich,jgramlich@ketchumwarriors.com,Post Office Box 720,Ketchum,OK,74349,5th and Sexton Ave.,Ketchum,OK,74349,12-Sep,21
CRAIG       ,WELCH                         ,18-I017,115,WELCH ES                      ,152,(918) 788-3129,Kim Hall,khall@welchwildcats.net,PO Box 189,Welch,OK,74369,707 S. Curtis St.,Welch,OK,74369,PK-05,16
CRAIG       ,WELCH                         ,18-I017,515,WELCH MS                      ,73,(918) 788-3129,Kim Hall,khall@welchwildcats.net,PO Box 189,Welch,OK,74369,707 S. Curtis St.,Welch,OK,74369,8-Jun,21
CRAIG       ,WELCH                         ,18-I017,715,WELCH HS                      ,102,(918) 788-3129,Kent Haskell,khaskell@welchwildcats.net,PO Box 189,Welch,OK,74369,707 S. Curtis St.,Welch,OK,74369,12-Sep,30
CRAIG       ,BLUEJACKET                    ,18-I020,105,BLUEJACKET ES                 ,101,(918) 784-2266,Amy Rogers,arogers@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333,276 NE Third,Bluejacket,OK,74333,PK-05,12
CRAIG       ,BLUEJACKET                    ,18-I020,505,BLUEJACKET MS                 ,44,(918) 784-2133,Tracy Mendez,tmendez@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333,276 NE Third,Bluejacket,OK,74333,8-Jun,11
CRAIG       ,BLUEJACKET                    ,18-I020,705,BLUEJACKET HS                 ,74,(918) 784-2133,Shellie Baker,sbaker@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333,276 NE Third,Bluejacket,OK,74333,12-Sep,12
CRAIG       ,VINITA                        ,18-I065,200,VINITA ES                     ,679,(918) 256-5350,Mary Smith,smithml@vinitahornets.com,101 S. Smith,Vinita,OK,74301,101 S. Smith,Vinita,OK,74301,PK-05,53
CRAIG       ,VINITA                        ,18-I065,200,VINITA ES                     ,679,(918) 256-5350,Mike Wilson,wilsonmj@vinitahornets.com,101 S. Smith,Vinita,OK,74301,101 S. Smith,Vinita,OK,74301,PK-05,53
CRAIG       ,VINITA                        ,18-I065,510,EWING HALSELL MS              ,311,(918) 256-2402,Joe Gramlich,jgramlich@vinitahornets.com,226 North Miller,Vinita,OK,74301,226 North Miller,Vinita,OK,74301,8-Jun,32
CRAIG       ,VINITA                        ,18-I065,705,VINITA HS                     ,438,(918) 256-6777,Michelle Gibson,gibsontm@vinitahornets.com,801 North Adair,Vinita,OK,74301,801 North Adair,Vinita,OK,74301,12-Sep,45
CREEK       ,LONE STAR                     ,19-C008,105,LONE STAR PUBLIC SCHOOL       ,922,(918) 224-0201,Justin Whitehouse,jwhitehouse@lonestar.k12.ok.us,2945 S Hickory,Sapulpa,OK,74066,2945 S Hickory,Sapulpa,OK,74066,PK-08,64
CREEK       ,GYPSY                         ,19-C012,105,GYPSY PUBLIC SCHOOL           ,87,(918) 324-5365,Rachel Collins,rcollins@gypsy.k12.ok.us,30899 South 417th West Avenue,Depew,OK,74028,30899 South 417th West Avenue,Depew,OK,74028,PK-08,8
CREEK       ,PRETTY WATER                  ,19-C034,105,PRETTY WATER PUBLIC SCHOOL    ,289,(918) 224-4952,Jeff Taylor,jtaylor@prettywater.k12.ok.us,15223 West 81st Street,Sapulpa,OK,74066,15223 West 81st Street,Sapulpa,OK,74066,PK-08,18
CREEK       ,ALLEN-BOWDEN                  ,19-C035,105,ALLEN-BOWDEN PUBLIC SCHOOL    ,333,(918) 224-4440,Amy Karnes,d-watkins@allenbowden.k12.ok.us,7049 Frankoma Road,Tulsa,OK,74131,7049 Frankoma Road,Tulsa,OK,74131,PK-08,28
CREEK       ,BRISTOW                       ,19-I002,110,EDISON ES                     ,471,(918) 367-5521,Debbie Ponder,dponder@bristow.k12.ok.us,111 W. 9th Ave.,Bristow,OK,74010,111 W. 9th Ave.,Bristow,OK,74010,PK-02,30
CREEK       ,BRISTOW                       ,19-I002,115,COLLINS ES                    ,422,(918) 367-5551,Vicki Groom,vgroom@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010,811 North Ash,Bristow,OK,74010,5-Mar,32
CREEK       ,BRISTOW                       ,19-I002,505,BRISTOW MS                    ,363,(918) 367-3551,Brian Burden,bburden@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010,10 Weatherwood Way,Bristow,OK,74010,8-Jun,44
CREEK       ,BRISTOW                       ,19-I002,705,BRISTOW HS                    ,499,(918) 367-2241,Brandon Poteet,bpoteet@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010,808 N. Ash,Bristow,OK,74010,12-Sep,45
CREEK       ,MANNFORD                      ,19-I003,105,MANNFORD LOWER ES             ,318,(918) 865-4334,Joshua Pierce,piercej@mannford.k12.ok.us,136 EVANS AVENUE,Mannford,OK,74044,219 EVANS AVENUE,Mannford,OK,74044,3-Jan,27
CREEK       ,MANNFORD                      ,19-I003,110,MANNFORD UPPER ES             ,231,(918) 865-3092,James Ryan Norman,normanr@mannford.k12.ok.us,136 EVANS AVENUE,Mannford,OK,74044,102 GREEN VALLEY ROAD,Mannford,OK,74044,5-Apr,20
CREEK       ,MANNFORD                      ,19-I003,115,MANNFORD EC CTR               ,169,(918) 865-4062,Brenda Dorsey,dorseyb@mannford.k12.ok.us,136 EVANS AVENUE,MANNFORD,OK,74044,211 HINTON AVENUE,Mannford,OK,74044,PK-KG,17
CREEK       ,MANNFORD                      ,19-I003,500,MANNFORD MS                   ,315,(918) 865-4680,Steve Anderson,andersons@mannford.k12.ok.us,136 EVANS AVENUE,MANNFORD,OK,74044,104 GREEN VALLEY ROAD,Mannford,OK,74044,8-Jun,34
CREEK       ,MANNFORD                      ,19-I003,705,MANNFORD HS                   ,468,(918) 865-3841,Tim Wright,wrightt@mannford.k12.ok.us,136 EVANS AVENUE,MANNFORD,OK,74044,220 EVANS AVENUE,Mannford,OK,74044,12-Sep,45
CREEK       ,MOUNDS                        ,19-I005,105,MOUNDS ES                     ,412,(918) 827-6100,Nate Meaders,nmeaders@moundsps.com,1603 Russell Ave,Mounds,OK,74047,1603 Russell Ave,Mounds,OK,74047,PK-08,39
CREEK       ,MOUNDS                        ,19-I005,705,MOUNDS HS                     ,197,(918) 827-6100,Stephen Sturgeon,ssturgeon@moundsps.com,1603 Russell Ave,Mounds,OK,74047,1603 Russell Ave,Mounds,OK,74047,12-Sep,22
CREEK       ,OLIVE                         ,19-I017,105,OLIVE ES                      ,234,(918) 352-9569,Joanna Lobaugh,jlobaugh@olive.k12.ok.us,9352 South 436th West Avenue,Drumright,OK,74030,9352 South 436th West Avenue,Drumright,OK,74030,PK-08,24
CREEK       ,OLIVE                         ,19-I017,715,OLIVE HS                      ,114,(918) 352-9568,Greg Benson,gbenson@olive.k12.ok.us,9352 South 436th West Avenue,Drumright,OK,74030,9352 South 436th West Avenue,Drumright,OK,74030,12-Sep,16
CREEK       ,KIEFER                        ,19-I018,105,KIEFER ES                     ,471,(918) 321-5444,Brent Weaver,bweaver@kiefer.k12.ok.us,4600 West 151st Street,Kiefer,OK,74041,4600 West 151st Street,Kiefer,OK,74041,PK-06,36
CREEK       ,KIEFER                        ,19-I018,505,RONGEY MS                     ,112,(918) 321-3421,Cory Campbell,ccampbell@kiefer.k12.ok.us,4600 West 151st Street,Kiefer,OK,74041,4600 West 151st Street,Kiefer,OK,74041,8-Jul,23
CREEK       ,KIEFER                        ,19-I018,705,KIEFER HS                     ,252,(918) 321-3533,Sabrina Shaw,sshaw@kiefer.k12.ok.us,4600 West 151st Street South,Kiefer,OK,74041,4600 West 151st Street South,Kiefer,OK,74041,12-Sep,27
CREEK       ,OILTON                        ,19-I020,105,J. F. KENNEDY ES              ,186,(918) 862-0389,Matt Posey,mposey@oilton.k12.ok.us,PO Box 130,Oilton,OK,74052,306 E. Peterson,Oilton,OK,74052,PK-08,18
CREEK       ,OILTON                        ,19-I020,715,OILTON HS                     ,88,(918) 862-0389,Daniel Mcentire,dmcentire@oilton.k12.ok.us,PO Box 130,Oilton,OK,74052,309 E. Peterson,Oilton,OK,74052,12-Sep,12
CREEK       ,DEPEW                         ,19-I021,105,DEPEW ES                      ,246,(918) 324-5368,Jayson Larremore,jlarremore@depew.k12.ok.us,Post Office Box 257,Depew,OK,74028,500 7th St,Depew,OK,74028,PK-08,19
CREEK       ,DEPEW                         ,19-I021,705,DEPEW HS                      ,138,(918) 324-5543,Tony Martin,tmartin@depew.k12.ok.us,Post Office Box 257,Depew,OK,74028,725 Simms St,Depew,OK,74028,12-Sep,13
CREEK       ,KELLYVILLE                    ,19-I031,105,KELLYVILLE ES                 ,294,(918) 247-6300,John Castillo,jcastillo@kellyvilleschools.org,Post Office Box 99,Kellyville,OK,74039,144 S Elm,Kellyville,OK,74039,PK-03,23
CREEK       ,KELLYVILLE                    ,19-I031,110,KELLYVILLE UPPER ES           ,201,(918) 247-2257,Marcie Lawley,lawleym@kellyvilleschools.org,Post Office Box 99,Kellyville,OK,74039,144 S Elm,Kellyville,OK,74039,6-Apr,22
CREEK       ,KELLYVILLE                    ,19-I031,505,KELLYVILLE MS                 ,151,(918) 247-6134,Rod Pitts,PITTSR@KELLYVILLESCHOOLS.ORG,Post Office Box 99,Kellyville,OK,74039,14959 Maple Drive,Kellyville,OK,74039,8-Jul,28
CREEK       ,KELLYVILLE                    ,19-I031,705,KELLYVILLE HS                 ,309,(918) 247-6333,Danny Wood,woodd@kellyvilleschools.org,Post Office Box 99,Kellyville,OK,74039,14959 Maple Drive,Kellyville,OK,74039,12-Sep,37
CREEK       ,SAPULPA                       ,19-I033,125,LIBERTY ES                    ,257,(918) 224-1492,Tom Walsh,twalsh@sapulpaps.org,631 North Brown,Sapulpa,OK,74066,631 North Brown,Sapulpa,OK,74066,PK-05,28
CREEK       ,SAPULPA                       ,19-I033,150,FREEDOM ES                    ,422,(918) 227-7838,Alison Owens,aowens@sapulpaps.org,9171 Freedom Road,Sapulpa,OK,74066,9171 Freedom Road,Sapulpa,OK,74066,PK-05,39
CREEK       ,SAPULPA                       ,19-I033,160,JEFFERSON HEIGHTS ES          ,343,(918) 224-2028,Bridget Hailey,bhailey@sapulpaps.org,1521 South Wickham Road,Sapulpa,OK,74066,1521 South Wickham Road,Sapulpa,OK,74066,PK-05,37
CREEK       ,SAPULPA                       ,19-I033,165,HOLMES PARK ES                ,686,(918) 227-6800,Roger Johnson,rdjohnson@sapulpaps.org,1231 E Dewey Ave,Sapulpa,OK,74066,1231 E Dewey Ave,Sapulpa,OK,74066,PK-05,76
CREEK       ,SAPULPA                       ,19-I033,505,SAPULPA MS                    ,485,(918) 224-8441,Stephanie Kiesau,skiesau@sapulpaps.org,1304 East Cleveland,Sapulpa,OK,74066,1304 East Cleveland,Sapulpa,OK,74066,7-Jun,44
CREEK       ,SAPULPA                       ,19-I033,610,SAPULPA JHS                   ,607,(918) 224-6710,Amy Riff,ariff@sapulpaps.org,7 South Mission Street,Sapulpa,OK,74066,7 South Mission Street,Sapulpa,OK,74066,9-Aug,69
CREEK       ,SAPULPA                       ,19-I033,705,SAPULPA HS                    ,1020,(918) 224-6560,Seth Shibley,sshibley@sapulpaps.org,3 South Mission Street,Sapulpa,OK,74066,3 South Mission Street,Sapulpa,OK,74066,12-Oct,99
